Ano,Festival,Categoria,Título,Diretor,Premiado,Empate,Verificado
1973,cannes,Ator,Love and Anarchy,,Giancarlo Giannini,N,S
1973,cannes,Atriz,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,,Joanne Woodward,N,S
1972,cannes,Filme,The Mattei Affair,Francesco Rosi,,S,S
1972,cannes,Filme,The Working Class Goes to Heaven,Elio Petri,,S,S
1972,cannes,Grande Prêmio,Solaris,Andrei Tarkovsky,,N,S
1972,cannes,Prêmio do Júri,Slaughterhouse-Five,George Roy Hill,,N,S
1972,cannes,Direção,Red Psalm,Miklós Jancsó,,N,S
1972,cannes,Ator,We Won't Grow Old Together,,Jean Yanne,N,S
1972,cannes,Atriz,Images,,Susannah York,N,S
1971,cannes,Filme,The Go-Between,Joseph Losey,,N,S
1971,cannes,Grande Prêmio,Johnny Got His Gun,Dalton Trumbo,,S,S
1971,cannes,Grande Prêmio,Taking Off,Miloš Forman,,S,S
1971,cannes,Prêmio do Júri,Joe Hill,Bo Widerberg,,S,S
1971,cannes,Prêmio do Júri,Love,Károly Makk,,S,S
1971,cannes,Ator,Sacco & Vanzetti,,Riccardo Cucciolla,N,S
1971,cannes,Atriz,The Panic in Needle Park,,Kitty Winn,N,S
1970,cannes,Filme,MASH,Robert Altman,,N,S
1970,cannes,Grande Prêmio,Investigation of a Citizen Above Suspicion,Elio Petri,,N,S
1970,cannes,Prêmio do Júri,The Falcons,István Gaál,,S,S
1970,cannes,Prêmio do Júri,The Strawberry Statement,Stuart Hagmann,,S,S
1970,cannes,Direção,Leo the Last,John Boorman,,N,S
1970,cannes,Ator,The Pizza Triangle,,Marcello Mastroianni,N,S
1970,cannes,Atriz,Metello,,Ottavia Piccolo,N,S
1969,cannes,Filme,If....,Lindsay Anderson,,N,S
1969,cannes,Grande Prêmio,Ådalen 31,Bo Widerberg,,N,S
1969,cannes,Prêmio do Júri,Z,Costa-Gavras,,N,S
1969,cannes,Direção,Antonio das Mortes,Glauber Rocha,,S,S
1969,cannes,Direção,All My Compatriots,Vojtěch Jasný,,S,S
1969,cannes,Ator,Z,,Jean-Louis Trintignant,N,S
1969,cannes,Atriz,Isadora,,Vanessa Redgrave,N,S
1967,cannes,Filme,Blow-up,Michelangelo Antonioni,,N,S
1967,cannes,Grande Prêmio,Accident,Joseph Losey,,S,S
1967,cannes,Grande Prêmio,I Even Met Happy Gypsies,Aleksandar Petrović,,S,S
1967,cannes,Direção,Ten Thousand Days,Ferenc Kósa,,N,S
1967,cannes,Roteiro,The Killing Game,,Alain Jessua,S,S
1967,cannes,Roteiro,We Still Kill the Old Way,,Elio Petri,S,S
1967,cannes,Ator,Three Days and a Child,,Oded Kotler,N,S
1967,cannes,Atriz,Elvira Madigan,,Pia Degermark,N,S
1966,cannes,Filme,The Birds the Bees and the Italians,Pietro Germi,,S,S
1966,cannes,Filme,A Man and a Woman,Claude Lelouch,,S,S
1966,cannes,Prêmio do Júri,Alfie,Lewis Gilbert,,N,S
1966,cannes,Direção,Lenin in Poland,Sergei Yutkevich,,N,S
1966,cannes,Ator,Hunger,,Per Oscarsson,N,S
1966,cannes,Atriz,Morgan – A Suitable Case for Treatment,,Vanessa Redgrave,N,S
1965,cannes,Filme,The Knack ...and How to Get It,Richard Lester,,N,S
1965,cannes,Prêmio do Júri,Kwaidan,Masaki Kobayashi,,N,S
1965,cannes,Direção,Forest of the Hanged,Liviu Ciulei,,N,S
1965,cannes,Roteiro,The Hill,,Ray Rigby,S,S
1965,cannes,Roteiro,The 317th Platoon,,Pierre Schoendoerffer,S,S
1965,cannes,Ator,The Collector,,Terence Stamp,N,S
1965,cannes,Atriz,The Collector,,Samantha Eggar,N,S
1964,cannes,Filme,The Umbrellas of Cherbourg,Jacques Demy,,N,S
1964,cannes,Prêmio do Júri,Woman in the Dunes,Hiroshi Teshigahara,,N,S
1964,cannes,Ator,Seduced and Abandoned,,Saro Urzì,S,S
1964,cannes,Ator,Skylark,,Antal Páger,S,S
1964,cannes,Atriz,The Pumpkin Eater,,Anne Bancroft,S,S
1964,cannes,Atriz,"One Potato, Two Potato",,Barbara Barrie,S,S
1963,cannes,Filme,The Leopard,Luchino Visconti,,N,S
1963,cannes,Prêmio do Júri,The Cassandra Cat,Vojtěch Jasný,,S,S
1963,cannes,Prêmio do Júri,Harakiri,Masaki Kobayashi,,S,S
1963,cannes,Roteiro,Codine,,Dumitru Carabat; Henri Colpi; Yves Jamiaque,N,S
1963,cannes,Ator,This Sporting Life,,Richard Harris,N,S
1963,cannes,Atriz,The Conjugal Bed,,Marina Vlady,N,S
1962,cannes,Filme,O Pagador de Promessas,Anselmo Duarte,,N,S
1962,cannes,Prêmio do Júri,L'Eclisse,Michelangelo Antonioni,,S,S
1962,cannes,Prêmio do Júri,The Trial of Joan of Arc,Robert Bresson,,S,S
1962,cannes,Ator,A Taste of Honey,,Murray Melvin,S,S
1962,cannes,Ator,Long Day's Journey into Night,,Ralph Richardson; Jason Robards; Dean Stockwell,S,S
1962,cannes,Atriz,Long Day's Journey into Night,,Katharine Hepburn,S,S
1962,cannes,Atriz,A Taste of Honey,,Rita Tushingham,S,S
1961,cannes,Filme,The Long Absence,Henri Colpi,,S,S
1961,cannes,Filme,Viridiana,Luis Buñuel,,S,S
1961,cannes,Prêmio do Júri,Mother Joan of the Angels,Jerzy Kawalerowicz,,N,S
1961,cannes,Direção,Chronicle of Flaming Years,Yuliya Solntseva,,N,S
1961,cannes,Ator,Goodbye Again,,Anthony Perkins,N,S
1961,cannes,Atriz,Two Women,,Sophia Loren,N,S
1960,cannes,Filme,La dolce vita,Federico Fellini,,N,S
1960,cannes,Prêmio do Júri,L'Avventura,Michelangelo Antonioni,,S,S
1960,cannes,Prêmio do Júri,Odd Obsession,Kon Ichikawa,,S,S
1960,cannes,Atriz,Never on Sunday,,Melina Mercouri,S,S
1960,cannes,Atriz,Seven Days... Seven Nights,,Jeanne Moreau,S,S
1959,cannes,Filme,Black Orpheus,Marcel Camus,,N,S
1959,cannes,Prêmio do Júri,Stars,Konrad Wolf,,N,S
1959,cannes,Direção,The 400 Blows,François Truffaut,,N,S
1959,cannes,Ator,Compulsion,,Bradford Dillman; Dean Stockwell; Orson Welles,N,S
1959,cannes,Atriz,Room at the Top,,Simone Signoret,N,S
1958,cannes,Filme,The Cranes Are Flying,Mikhail Kalatozov,,N,S
1958,cannes,Prêmio do Júri,Mon Oncle,Jacques Tati,,N,S
1958,cannes,Direção,Brink of Life,Ingmar Bergman,,N,S
1958,cannes,Roteiro,Young Husbands,,Pier Paolo Pasolini; Massimo Franciosa; Pasquale Festa Campanile,N,S
1958,cannes,Ator,The Long Hot Summer,,Paul Newman,N,S
1958,cannes,Atriz,Brink of Life,,Bibi Andersson; Eva Dahlbeck; Barbro Hiort af Ornäs; Ingrid Thulin,N,S
1957,cannes,Filme,Friendly Persuasion,William Wyler,,N,S
1957,cannes,Prêmio do Júri,Kanał,Andrzej Wajda,,S,S
1957,cannes,Prêmio do Júri,The Seventh Seal,Ingmar Bergman,,S,S
1957,cannes,Direção,A Man Escaped,Robert Bresson,,N,S
1957,cannes,Ator,Valley of Peace,,John Kitzmiller,N,S
1957,cannes,Atriz,Nights of Cabiria,,Giulietta Masina,N,S
1956,cannes,Filme,The Silent World,Jacques Cousteau & Louis Malle,,N,S
1956,cannes,Prêmio do Júri,The Mystery of Picasso,Henri-Georges Clouzot,,N,S
1956,cannes,Direção,Othello,Sergei Yutkevich,,N,S
1956,cannes,Atriz,I'll Cry Tomorrow,,Susan Hayward,N,S
1955,cannes,Filme,Marty,Delbert Mann,,N,S
1955,cannes,Prêmio do Júri,Lost Continent,Leonardo Bonzi & Enrico Gras,,N,S
1955,cannes,Direção,Rififi,Jules Dassin,,S,S
1955,cannes,Direção,Heroes of Shipka,Sergei Vasilyev,,S,S
1955,cannes,Ator,Bad Day at Black Rock,,Spencer Tracy,S,S
1955,cannes,Ator,A Big Family,,elenco masculino (A Big Family),S,S
1955,cannes,Atriz,A Big Family,,elenco feminino (A Big Family),N,S
1954,cannes,Filme,Gate of Hell,Teinosuke Kinugasa,,N,S
1954,cannes,Prêmio do Júri,Knave of Hearts,René Clément,,N,S
1953,cannes,Filme,The Wages of Fear,Henri-Georges Clouzot,,N,S
1952,cannes,Filme,Othello,Orson Welles,,S,S
1952,cannes,Filme,Two Cents Worth of Hope,Renato Castellani,,S,S
1952,cannes,Prêmio do Júri,We Are All Murderers,André Cayatte,,N,S
1952,cannes,Direção,Fanfan la Tulipe,Christian-Jaque,,N,S
1952,cannes,Roteiro,Cops and Robbers,,Piero Tellini,N,S
1952,cannes,Ator,Viva Zapata!,,Marlon Brando,N,S
1952,cannes,Atriz,Detective Story,,Lee Grant,N,S
1951,cannes,Filme,Miracle in Milan,Vittorio De Sica,,S,S
1951,cannes,Filme,Miss Julie,Alf Sjöberg,,S,S
1951,cannes,Prêmio do Júri,All About Eve,Joseph L. Mankiewicz,,N,S
1951,cannes,Direção,Los Olvidados,Luis Buñuel,,N,S
1951,cannes,Roteiro,The Browning Version,,Terence Rattigan,N,S
1951,cannes,Ator,The Browning Version,,Michael Redgrave,N,S
1951,cannes,Atriz,All About Eve,,Bette Davis,N,S
